person,question,response_str,response_n,response
p6,q11,"Email, Slack channel",1,Slack channel
p48,q11,Slack channel,0,Slack channel
p5,q11,,0,
p67,q11,"Email, Slack channel",0,Email
p67,q11,"Email, Slack channel",1,Slack channel
p54,q11,Email,0,Email
p70,q11,Email,0,Email
p4,q11,,0,
p11,q11,Slack channel,0,Slack channel
p47,q11,"Email, IRC channel",0,Email
p47,q11,"Email, IRC channel",1,IRC channel
p69,q11,Email,0,Email
p61,q11,Email,0,Email
p31,q11,"Slack channel, Meetup",0,Slack channel
p31,q11,"Slack channel, Meetup",1,Meetup
p28,q11,Email,0,Email
p25,q11,"Email, Slack channel",0,Email
p25,q11,"Email, Slack channel",1,Slack channel
p17,q11,Email,0,Email
p75,q11,Email,0,Email
p10,q11,Email,0,Email
p72,q11,"Email, Slack channel, IRC channel",0,Email
p72,q11,"Email, Slack channel, IRC channel",1,Slack channel
p72,q11,"Email, Slack channel, IRC channel",2,IRC channel
p81,q11,Email,0,Email
p16,q11,"Email, Slack channel",0,Email
p16,q11,"Email, Slack channel",1,Slack channel
p71,q11,Email,0,Email
p37,q11,Email,0,Email
p49,q11,Email,0,Email
p8,q11,"Email, Slack channel",0,Email
p8,q11,"Email, Slack channel",1,Slack channel
p62,q11,Email,0,Email
p39,q11,Email,0,Email
p20,q11,Email,0,Email
p84,q11,"Email, Slack channel",0,Email
p84,q11,"Email, Slack channel",1,Slack channel
p43,q11,Email,0,Email
p9,q11,"Email, Slack channel",0,Email
p9,q11,"Email, Slack channel",1,Slack channel
p23,q11,Email,0,Email
p44,q11,"Email, Slack channel",0,Email
p44,q11,"Email, Slack channel",1,Slack channel
p19,q11,Email,0,Email
p24,q11,"Email, Slack channel",0,Email
p24,q11,"Email, Slack channel",1,Slack channel
p82,q11,"Email, Slack channel",0,Email
p82,q11,"Email, Slack channel",1,Slack channel
p21,q11,"Email, Slack channel, IRC channel",0,Email
p21,q11,"Email, Slack channel, IRC channel",1,Slack channel
p21,q11,"Email, Slack channel, IRC channel",2,IRC channel
p26,q11,"Email, Slack channel",0,Email
p26,q11,"Email, Slack channel",1,Slack channel
p29,q11,"Email, IRC channel",0,Email
p29,q11,"Email, IRC channel",1,IRC channel
p45,q13,Yes,0,Yes
p77,q13,Yes,0,Yes
p78,q13,Yes,0,Yes
p51,q13,Yes,0,Yes
p53,q13,Yes,0,Yes
p32,q13,Yes,0,Yes
p66,q13,Yes,0,Yes
p3,q13,Yes,0,Yes
p80,q13,Yes,0,Yes
p33,q13,,0,
p34,q13,Yes,0,Yes
p41,q13,Yes,0,Yes
p42,q13,Yes,0,Yes
p46,q13,No,0,No
p13,q13,No,0,No
p74,q13,No,0,No
p83,q13,Yes,0,Yes
p18,q13,Yes,0,Yes
p22,q13,Yes,0,Yes
p58,q13,Yes,0,Yes
p30,q13,either way,0,either way
p52,q13,Yes,0,Yes
p73,q13,Yes,0,Yes
p64,q13,Yes,0,Yes
p56,q13,Yes,0,Yes
p63,q13,Yes,0,Yes
p2,q13,"I'm ambivalent on this. Again, I would defer to the purpose of the specific meetup",0,I'm ambivalent on this. Again
p2,q13,"I'm ambivalent on this. Again, I would defer to the purpose of the specific meetup",1,I would defer to the purpose of the specific meetup
p50,q13,Yes,0,Yes
p68,q13,Yes,0,Yes
p1,q13,Yes,0,Yes
p36,q13,Yes,0,Yes
p12,q13,Yes,0,Yes
p65,q13,Yes,0,Yes
p38,q13,Yes,0,Yes
p76,q13,Yes,0,Yes
p27,q13,Yes,0,Yes
p35,q13,No,0,No
p15,q13,Yes,0,Yes
p57,q13,Yes,0,Yes
p0,q13,Yes,0,Yes
p14,q13,Yes,0,Yes
p7,q13,Yes,0,Yes
p40,q13,Yes,0,Yes
p55,q13,Yes,0,Yes
p59,q13,Yes,0,Yes
p79,q13,Yes,0,Yes
p60,q13,Yes,0,Yes
p6,q13,Yes,0,Yes
p48,q13,Yes,0,Yes
p5,q13,"After meeting, or if meeting at restaurant.",0,After meeting
p5,q13,"After meeting, or if meeting at restaurant.",1,or if meeting at restaurant.
p67,q13,Yes,0,Yes
p54,q13,depends on location,0,depends on location
p70,q13,Yes,0,Yes
p4,q13,Yes,0,Yes
p11,q13,Yes,0,Yes
p47,q13,Yes,0,Yes
p69,q13,Yes,0,Yes
p61,q13,Yes,0,Yes
p31,q13,Yes,0,Yes
p28,q13,No,0,No
p25,q13,Yes,0,Yes
p17,q13,Yes,0,Yes
p75,q13,Yes,0,Yes
p10,q13,Yes,0,Yes
p72,q13,No,0,No
p81,q13,Yes,0,Yes
p16,q13,Yes,0,Yes
p71,q13,Yes,0,Yes
p37,q13,No,0,No
p49,q13,Yes,0,Yes
p8,q13,Yes,0,Yes
p62,q13,Yes,0,Yes
p39,q13,No,0,No
p20,q13,Either works for me,0,Either works for me
p84,q13,Yes,0,Yes
p43,q13,Yes,0,Yes
p9,q13,Drinks after?,0,Drinks after?
p23,q13,Yes,0,Yes
p44,q13,Yes,0,Yes
p19,q13,Yes,0,Yes
p24,q13,Yes,0,Yes
p82,q13,No,0,No
p21,q13,I don't care,0,I don't care
p26,q13,Yes,0,Yes
p29,q13,No,0,No
p45,q12,Yes,0,Yes
p77,q12,Yes,0,Yes
p78,q12,Yes,0,Yes
p51,q12,Yes,0,Yes
p53,q12,Yes,0,Yes
p32,q12,Yes,0,Yes
p66,q12,Yes,0,Yes
p3,q12,Yes,0,Yes
p80,q12,Yes,0,Yes
p33,q12,Yes,0,Yes
p34,q12,Yes,0,Yes
p41,q12,Yes,0,Yes
p42,q12,Yes,0,Yes
p46,q12,No,0,No
p13,q12,Yes,0,Yes
p74,q12,Yes,0,Yes
p83,q12,Yes,0,Yes
p18,q12,Yes,0,Yes
p22,q12,Yes,0,Yes
p58,q12,Yes,0,Yes
p30,q12,either way,0,either way
p52,q12,Yes,0,Yes
p73,q12,Yes,0,Yes
p64,q12,Yes,0,Yes
p56,q12,Yes,0,Yes
p63,q12,Yes,0,Yes
p2,q12,"If you are going to have it after work, i think you need that.",0,If you are going to have it after work
p2,q12,"If you are going to have it after work, i think you need that.",1,i think you need that.
p50,q12,Yes,0,Yes
p68,q12,Yes,0,Yes
p1,q12,Yes,0,Yes
p36,q12,Yes,0,Yes
p12,q12,Yes,0,Yes
p65,q12,Yes,0,Yes
p38,q12,Yes,0,Yes
p76,q12,Yes,0,Yes
p27,q12,Yes,0,Yes
p35,q12,Yes,0,Yes
p15,q12,Yes,0,Yes
p57,q12,Yes,0,Yes
p0,q12,Yes,0,Yes
p14,q12,Yes,0,Yes
p7,q12,Yes,0,Yes
p40,q12,Yes,0,Yes
p55,q12,No,0,No
p59,q12,Yes,0,Yes
p79,q12,Yes,0,Yes
p60,q12,Yes,0,Yes
p6,q12,Yes,0,Yes
p48,q12,Yes,0,Yes
p5,q12,Yes,0,Yes
p67,q12,Yes,0,Yes
p54,q12,Yes,0,Yes
p70,q12,Yes,0,Yes
p4,q12,Yes,0,Yes
p11,q12,Yes,0,Yes
p47,q12,Yes,0,Yes
p69,q12,Yes,0,Yes
p61,q12,Yes,0,Yes
p31,q12,Yes,0,Yes
p28,q12,Yes,0,Yes
p25,q12,Yes,0,Yes
p17,q12,Yes,0,Yes
p75,q12,Yes,0,Yes
p10,q12,Yes,0,Yes
p72,q12,Yes,0,Yes
p81,q12,Yes,0,Yes
p16,q12,Yes,0,Yes
p71,q12,Yes,0,Yes
p37,q12,Yes,0,Yes
p49,q12,Yes,0,Yes
p8,q12,Yes,0,Yes
p62,q12,Yes,0,Yes
p39,q12,,0,
p20,q12,I'm indifferent,0,I'm indifferent
p84,q12,Yes,0,Yes
p43,q12,Yes,0,Yes
p9,q12,Yes,0,Yes
p23,q12,Yes,0,Yes
p44,q12,Yes,0,Yes
p19,q12,Yes,0,Yes
p24,q12,Yes,0,Yes
p82,q12,Yes,0,Yes
p21,q12,Yes,0,Yes
p26,q12,Yes,0,Yes
p29,q12,Yes,0,Yes
p45,q5,"Monday, Tuesday, Wednesday",0,Monday
p45,q5,"Monday, Tuesday, Wednesday",1,Tuesday
p45,q5,"Monday, Tuesday, Wednesday",2,Wednesday
p77,q5,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p77,q5,"Monday, Tuesday, Wednesday, Thursday",1,Tuesday
p77,q5,"Monday, Tuesday, Wednesday, Thursday",2,Wednesday
p77,q5,"Monday, Tuesday, Wednesday, Thursday",3,Thursday
p78,q5,"Monday, Wednesday, Sunday",0,Monday
p78,q5,"Monday, Wednesday, Sunday",1,Wednesday
p78,q5,"Monday, Wednesday, Sunday",2,Sunday
p51,q5,"Tuesday, Thursday",0,Tuesday
p51,q5,"Tuesday, Thursday",1,Thursday
p53,q5,Tuesday,0,Tuesday
p32,q5,"Monday, Wednesday",0,Monday
p32,q5,"Monday, Wednesday",1,Wednesday
p66,q5,"Wednesday, Thursday",0,Wednesday
p66,q5,"Wednesday, Thursday",1,Thursday
p3,q5,"Tuesday, Wednesday, Thursday, Friday, Saturday",0,Tuesday
p3,q5,"Tuesday, Wednesday, Thursday, Friday, Saturday",1,Wednesday
p3,q5,"Tuesday, Wednesday, Thursday, Friday, Saturday",2,Thursday
p3,q5,"Tuesday, Wednesday, Thursday, Friday, Saturday",3,Friday
p3,q5,"Tuesday, Wednesday, Thursday, Friday, Saturday",4,Saturday
p80,q5,"Monday, Wednesday, Friday, Saturday, Sunday",0,Monday
p80,q5,"Monday, Wednesday, Friday, Saturday, Sunday",1,Wednesday
p80,q5,"Monday, Wednesday, Friday, Saturday, Sunday",2,Friday
p80,q5,"Monday, Wednesday, Friday, Saturday, Sunday",3,Saturday
p80,q5,"Monday, Wednesday, Friday, Saturday, Sunday",4,Sunday
p33,q5,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p33,q5,"Monday, Tuesday, Wednesday, Thursday",1,Tuesday
p33,q5,"Monday, Tuesday, Wednesday, Thursday",2,Wednesday
p33,q5,"Monday, Tuesday, Wednesday, Thursday",3,Thursday
p34,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",0,Monday
p34,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",1,Tuesday
p34,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2,Wednesday
p34,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3,Thursday
p34,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4,Friday
p34,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5,Saturday
p34,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6,Sunday
p41,q5,"Tuesday, Wednesday",0,Tuesday
p41,q5,"Tuesday, Wednesday",1,Wednesday
p42,q5,"Friday, Saturday, Sunday",0,Friday
p42,q5,"Friday, Saturday, Sunday",1,Saturday
p42,q5,"Friday, Saturday, Sunday",2,Sunday
p46,q5,"Wednesday, Saturday",0,Wednesday
p46,q5,"Wednesday, Saturday",1,Saturday
p13,q5,"Thursday, Saturday, Sunday",0,Thursday
p13,q5,"Thursday, Saturday, Sunday",1,Saturday
p13,q5,"Thursday, Saturday, Sunday",2,Sunday
p74,q5,"Tuesday, Wednesday, Thursday, Friday",0,Tuesday
p74,q5,"Tuesday, Wednesday, Thursday, Friday",1,Wednesday
p74,q5,"Tuesday, Wednesday, Thursday, Friday",2,Thursday
p74,q5,"Tuesday, Wednesday, Thursday, Friday",3,Friday
p83,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",0,Monday
p83,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",1,Tuesday
p83,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",2,Wednesday
p83,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",3,Thursday
p83,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",4,Friday
p18,q5,,0,
p22,q5,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p22,q5,"Monday, Tuesday, Wednesday, Thursday",1,Tuesday
p22,q5,"Monday, Tuesday, Wednesday, Thursday",2,Wednesday
p22,q5,"Monday, Tuesday, Wednesday, Thursday",3,Thursday
p58,q5,"Monday, Friday, Saturday, Sunday",0,Monday
p58,q5,"Monday, Friday, Saturday, Sunday",1,Friday
p58,q5,"Monday, Friday, Saturday, Sunday",2,Saturday
p58,q5,"Monday, Friday, Saturday, Sunday",3,Sunday
p30,q5,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",0,Monday
p30,q5,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",1,Tuesday
p30,q5,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",2,Thursday
p30,q5,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",3,Friday
p30,q5,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",4,Saturday
p30,q5,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",5,Sunday
p52,q5,,0,
p73,q5,"Monday, Wednesday, Saturday, Sunday",0,Monday
p73,q5,"Monday, Wednesday, Saturday, Sunday",1,Wednesday
p73,q5,"Monday, Wednesday, Saturday, Sunday",2,Saturday
p73,q5,"Monday, Wednesday, Saturday, Sunday",3,Sunday
p64,q5,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p64,q5,"Monday, Tuesday, Wednesday, Thursday",1,Tuesday
p64,q5,"Monday, Tuesday, Wednesday, Thursday",2,Wednesday
p64,q5,"Monday, Tuesday, Wednesday, Thursday",3,Thursday
p56,q5,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p56,q5,"Monday, Tuesday, Wednesday, Thursday",1,Tuesday
p56,q5,"Monday, Tuesday, Wednesday, Thursday",2,Wednesday
p56,q5,"Monday, Tuesday, Wednesday, Thursday",3,Thursday
p63,q5,"Monday, Tuesday",0,Monday
p63,q5,"Monday, Tuesday",1,Tuesday
p2,q5,"Wednesday, Thursday",0,Wednesday
p2,q5,"Wednesday, Thursday",1,Thursday
p50,q5,"Tuesday, Thursday",0,Tuesday
p50,q5,"Tuesday, Thursday",1,Thursday
p68,q5,"Saturday, Sunday",0,Saturday
p68,q5,"Saturday, Sunday",1,Sunday
p1,q5,"Monday, Wednesday, Thursday",0,Monday
p1,q5,"Monday, Wednesday, Thursday",1,Wednesday
p1,q5,"Monday, Wednesday, Thursday",2,Thursday
p36,q5,,0,
p12,q5,,0,
p65,q5,,0,
p38,q5,"Wednesday, Thursday",0,Wednesday
p38,q5,"Wednesday, Thursday",1,Thursday
p76,q5,"Monday, Tuesday, Thursday, Sunday",0,Monday
p76,q5,"Monday, Tuesday, Thursday, Sunday",1,Tuesday
p76,q5,"Monday, Tuesday, Thursday, Sunday",2,Thursday
p76,q5,"Monday, Tuesday, Thursday, Sunday",3,Sunday
p27,q5,"Wednesday, Thursday, Saturday, Sunday",0,Wednesday
p27,q5,"Wednesday, Thursday, Saturday, Sunday",1,Thursday
p27,q5,"Wednesday, Thursday, Saturday, Sunday",2,Saturday
p27,q5,"Wednesday, Thursday, Saturday, Sunday",3,Sunday
p35,q5,Wednesday,0,Wednesday
p15,q5,"Monday, Tuesday, Wednesday, Thursday, Sunday",0,Monday
p15,q5,"Monday, Tuesday, Wednesday, Thursday, Sunday",1,Tuesday
p15,q5,"Monday, Tuesday, Wednesday, Thursday, Sunday",2,Wednesday
p15,q5,"Monday, Tuesday, Wednesday, Thursday, Sunday",3,Thursday
p15,q5,"Monday, Tuesday, Wednesday, Thursday, Sunday",4,Sunday
p57,q5,"Monday, Wednesday",0,Monday
p57,q5,"Monday, Wednesday",1,Wednesday
p0,q5,"Tuesday, Thursday, Saturday",0,Tuesday
p0,q5,"Tuesday, Thursday, Saturday",1,Thursday
p0,q5,"Tuesday, Thursday, Saturday",2,Saturday
p14,q5,Wednesday,0,Wednesday
p7,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",0,Monday
p7,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",1,Tuesday
p7,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2,Wednesday
p7,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3,Thursday
p7,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4,Friday
p7,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5,Saturday
p7,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6,Sunday
p40,q5,Wednesday,0,Wednesday
p55,q5,"Monday, Tuesday, Thursday",0,Monday
p55,q5,"Monday, Tuesday, Thursday",1,Tuesday
p55,q5,"Monday, Tuesday, Thursday",2,Thursday
p59,q5,"Wednesday, Thursday",0,Wednesday
p59,q5,"Wednesday, Thursday",1,Thursday
p79,q5,Thursday,0,Thursday
p60,q5,"Tuesday, Wednesday, Thursday, Friday, Saturday",0,Tuesday
p60,q5,"Tuesday, Wednesday, Thursday, Friday, Saturday",1,Wednesday
p60,q5,"Tuesday, Wednesday, Thursday, Friday, Saturday",2,Thursday
p60,q5,"Tuesday, Wednesday, Thursday, Friday, Saturday",3,Friday
p60,q5,"Tuesday, Wednesday, Thursday, Friday, Saturday",4,Saturday
p6,q5,"Monday, Wednesday, Thursday, Sunday",0,Monday
p6,q5,"Monday, Wednesday, Thursday, Sunday",1,Wednesday
p6,q5,"Monday, Wednesday, Thursday, Sunday",2,Thursday
p6,q5,"Monday, Wednesday, Thursday, Sunday",3,Sunday
p48,q5,"Monday, Tuesday, Wednesday",0,Monday
p48,q5,"Monday, Tuesday, Wednesday",1,Tuesday
p48,q5,"Monday, Tuesday, Wednesday",2,Wednesday
p5,q5,"Thursday, Friday",0,Thursday
p5,q5,"Thursday, Friday",1,Friday
p67,q5,"Tuesday, Wednesday",0,Tuesday
p67,q5,"Tuesday, Wednesday",1,Wednesday
p54,q5,Wednesday,0,Wednesday
p70,q5,Monday,0,Monday
p4,q5,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p4,q5,"Monday, Tuesday, Wednesday, Thursday",1,Tuesday
p4,q5,"Monday, Tuesday, Wednesday, Thursday",2,Wednesday
p4,q5,"Monday, Tuesday, Wednesday, Thursday",3,Thursday
p11,q5,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p11,q5,"Monday, Tuesday, Wednesday, Thursday",1,Tuesday
p11,q5,"Monday, Tuesday, Wednesday, Thursday",2,Wednesday
p11,q5,"Monday, Tuesday, Wednesday, Thursday",3,Thursday
p47,q5,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p47,q5,"Monday, Tuesday, Wednesday, Thursday",1,Tuesday
p47,q5,"Monday, Tuesday, Wednesday, Thursday",2,Wednesday
p47,q5,"Monday, Tuesday, Wednesday, Thursday",3,Thursday
p69,q5,"Thursday, Friday, Saturday, Sunday",0,Thursday
p69,q5,"Thursday, Friday, Saturday, Sunday",1,Friday
p69,q5,"Thursday, Friday, Saturday, Sunday",2,Saturday
p69,q5,"Thursday, Friday, Saturday, Sunday",3,Sunday
p61,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",0,Monday
p61,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",1,Tuesday
p61,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",2,Wednesday
p61,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",3,Thursday
p61,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",4,Friday
p31,q5,"Monday, Wednesday, Thursday",0,Monday
p31,q5,"Monday, Wednesday, Thursday",1,Wednesday
p31,q5,"Monday, Wednesday, Thursday",2,Thursday
p28,q5,"Saturday, Sunday",0,Saturday
p28,q5,"Saturday, Sunday",1,Sunday
p25,q5,Tuesday,0,Tuesday
p17,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",0,Monday
p17,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",1,Tuesday
p17,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2,Wednesday
p17,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3,Thursday
p17,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4,Friday
p17,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5,Saturday
p17,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6,Sunday
p75,q5,"Monday, Friday, Saturday, Sunday",0,Monday
p75,q5,"Monday, Friday, Saturday, Sunday",1,Friday
p75,q5,"Monday, Friday, Saturday, Sunday",2,Saturday
p75,q5,"Monday, Friday, Saturday, Sunday",3,Sunday
p10,q5,"Tuesday, Wednesday",0,Tuesday
p10,q5,"Tuesday, Wednesday",1,Wednesday
p72,q5,"Monday, Saturday, Sunday",0,Monday
p72,q5,"Monday, Saturday, Sunday",1,Saturday
p72,q5,"Monday, Saturday, Sunday",2,Sunday
p81,q5,"Tuesday, Thursday, Friday",0,Tuesday
p81,q5,"Tuesday, Thursday, Friday",1,Thursday
p81,q5,"Tuesday, Thursday, Friday",2,Friday
p16,q5,"Tuesday, Wednesday, Thursday",0,Tuesday
p16,q5,"Tuesday, Wednesday, Thursday",1,Wednesday
p16,q5,"Tuesday, Wednesday, Thursday",2,Thursday
p71,q5,"Tuesday, Wednesday, Thursday, Saturday",0,Tuesday
p71,q5,"Tuesday, Wednesday, Thursday, Saturday",1,Wednesday
p71,q5,"Tuesday, Wednesday, Thursday, Saturday",2,Thursday
p71,q5,"Tuesday, Wednesday, Thursday, Saturday",3,Saturday
p37,q5,"Tuesday, Wednesday, Thursday, Friday",0,Tuesday
p37,q5,"Tuesday, Wednesday, Thursday, Friday",1,Wednesday
p37,q5,"Tuesday, Wednesday, Thursday, Friday",2,Thursday
p37,q5,"Tuesday, Wednesday, Thursday, Friday",3,Friday
p49,q5,,0,
p8,q5,"Tuesday, Thursday, Saturday, Sunday",0,Tuesday
p8,q5,"Tuesday, Thursday, Saturday, Sunday",1,Thursday
p8,q5,"Tuesday, Thursday, Saturday, Sunday",2,Saturday
p8,q5,"Tuesday, Thursday, Saturday, Sunday",3,Sunday
p62,q5,,0,
p39,q5,"Saturday, Sunday",0,Saturday
p39,q5,"Saturday, Sunday",1,Sunday
p20,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",0,Monday
p20,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",1,Tuesday
p20,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",2,Wednesday
p20,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",3,Thursday
p20,q5,"Monday, Tuesday, Wednesday, Thursday, Friday",4,Friday
p84,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",0,Monday
p84,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",1,Tuesday
p84,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2,Wednesday
p84,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3,Thursday
p84,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4,Friday
p84,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5,Saturday
p84,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6,Sunday
p43,q5,"Monday, Wednesday, Thursday",0,Monday
p43,q5,"Monday, Wednesday, Thursday",1,Wednesday
p43,q5,"Monday, Wednesday, Thursday",2,Thursday
p9,q5,"Tuesday, Wednesday, Thursday",0,Tuesday
p9,q5,"Tuesday, Wednesday, Thursday",1,Wednesday
p9,q5,"Tuesday, Wednesday, Thursday",2,Thursday
p23,q5,,0,
p44,q5,Thursday,0,Thursday
p19,q5,"Monday, Tuesday",0,Monday
p19,q5,"Monday, Tuesday",1,Tuesday
p24,q5,Wednesday,0,Wednesday
p82,q5,"Friday, Saturday, Sunday",0,Friday
p82,q5,"Friday, Saturday, Sunday",1,Saturday
p82,q5,"Friday, Saturday, Sunday",2,Sunday
p21,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",0,Monday
p21,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",1,Tuesday
p21,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2,Wednesday
p21,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3,Thursday
p21,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4,Friday
p21,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5,Saturday
p21,q5,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6,Sunday
p26,q5,"Wednesday, Thursday",0,Wednesday
p26,q5,"Wednesday, Thursday",1,Thursday
p29,q5,"Tuesday, Thursday",0,Tuesday
p29,q5,"Tuesday, Thursday",1,Thursday
p45,q14,Knowledges on new libraries/tecknologies,0,Knowledges on new libraries/tecknologies
p77,q14,,0,
p78,q14,,0,
p51,q14,Lear more business applications of python in real world,0,Lear more business applications of python in real world
p53,q14,Python use cases,0,Python use cases
p32,q14,"different ways of analyzing data, sharing code",0,different ways of analyzing data
p32,q14,"different ways of analyzing data, sharing code",1,sharing code
p66,q14,,0,
p3,q14,,0,
p80,q14,"Meet cool people, learn things!",0,Meet cool people
p80,q14,"Meet cool people, learn things!",1,learn things!
p33,q14,,0,
p34,q14,,0,
p41,q14,,0,
p42,q14,"Growth, learning, networking",0,Growth
p42,q14,"Growth, learning, networking",1,learning
p42,q14,"Growth, learning, networking",2,networking
p46,q14,Have working proficiency in Python,0,Have working proficiency in Python
p13,q14,more fun stuff you can do with Python ,0,more fun stuff you can do with Python
p74,q14,Getting hands on real life situations,0,Getting hands on real life situations
p83,q14,To understand unexplored values in python. Different applications pythons are used in.,0,To understand unexplored values in python. Different applications pythons are used in.
p18,q14,,0,
p22,q14,,0,
p58,q14,Friends and new ideas,0,Friends and new ideas
p30,q14,"Learn, share, meet people",0,Learn
p30,q14,"Learn, share, meet people",1,share
p30,q14,"Learn, share, meet people",2,meet people
p52,q14,I have only dabbled so far. I would like to learn in an applied way to help me getting started. ,0,I have only dabbled so far. I would like to learn in an applied way to help me getting started.
p73,q14,Best practices.  Improve my python skills.  Hear about careers using python.,0,Best practices.  Improve my python skills.  Hear about careers using python.
p64,q14,,0,
p56,q14,Improve my Python coding skills,0,Improve my Python coding skills
p63,q14,,0,
p2,q14,,0,
p50,q14,"Module of the month.  How to write pythonic code.  How to layout/write a module.  Clojures, function decorators, advanced concepts.",0,Module of the month.  How to write pythonic code.  How to layout/write a module.  Clojures
p50,q14,"Module of the month.  How to write pythonic code.  How to layout/write a module.  Clojures, function decorators, advanced concepts.",1,function decorators
p50,q14,"Module of the month.  How to write pythonic code.  How to layout/write a module.  Clojures, function decorators, advanced concepts.",2,advanced concepts.
p68,q14,,0,
p1,q14,,0,
p36,q14,With the old python meetup I went to a couple of hack nights and presentations. If I'm working with it and need help or a presentation seems interesting I'll show up. I'm mostly interested in data science.,0,With the old python meetup I went to a couple of hack nights and presentations. If I'm working with it and need help or a presentation seems interesting I'll show up. I'm mostly interested in data science.
p12,q14,,0,
p65,q14,,0,
p38,q14,,0,
p76,q14,"Network with other devs in the area, especially with being able to find a mentor (for myself or for others). Other things that would be cool include being able to join already-established projects - I'm not sure how that would work but it would be nice for someone like me, newer to the dev industry, to have an in for finding projects to build a resume.",0,Network with other devs in the area
