person,question,response_str,response_n,response
p51,q10,Big Data Madison (https://www.meetup.com/BigDataMadison),0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p53,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,MadJS (https://www.meetup.com/MadisonJS)
p53,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,Big Data Madison (https://www.meetup.com/BigDataMadison)
p53,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",2,Containers Madison (https://www.meetup.com/Containers-Madison)
p53,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",3,Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)
p53,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",4,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p32,q10,Big Data Madison (https://www.meetup.com/BigDataMadison),0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p66,q10,"MadJS (https://www.meetup.com/MadisonJS), Ionic Madison (https://www.meetup.com/Ionic-Madison)",0,MadJS (https://www.meetup.com/MadisonJS)
p66,q10,"MadJS (https://www.meetup.com/MadisonJS), Ionic Madison (https://www.meetup.com/Ionic-Madison)",1,Ionic Madison (https://www.meetup.com/Ionic-Madison)
p3,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Ionic Madison (https://www.meetup.com/Ionic-Madison), Containers Madison (https://www.meetup.com/Containers-Madison)",0,MadJS (https://www.meetup.com/MadisonJS)
p3,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Ionic Madison (https://www.meetup.com/Ionic-Madison), Containers Madison (https://www.meetup.com/Containers-Madison)",1,Big Data Madison (https://www.meetup.com/BigDataMadison)
p3,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Ionic Madison (https://www.meetup.com/Ionic-Madison), Containers Madison (https://www.meetup.com/Containers-Madison)",2,Madison Area Software Devs (http://www.meetup.com/softwaredev-113)
p3,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Ionic Madison (https://www.meetup.com/Ionic-Madison), Containers Madison (https://www.meetup.com/Containers-Madison)",3,Ionic Madison (https://www.meetup.com/Ionic-Madison)
p3,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Ionic Madison (https://www.meetup.com/Ionic-Madison), Containers Madison (https://www.meetup.com/Containers-Madison)",4,Containers Madison (https://www.meetup.com/Containers-Madison)
p80,q10,,0,
p33,q10,,0,
p34,q10,"Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p34,q10,"Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p41,q10,,0,
p42,q10,,0,
p46,q10,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group),0,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p13,q10,,0,
p74,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p74,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p83,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p83,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p83,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)",2,Madison Area Software Devs (http://www.meetup.com/softwaredev-113)
p83,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)",3,Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)
p18,q10,,0,
p22,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p22,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p58,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p58,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p30,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p30,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p52,q10,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group),0,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p73,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p73,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p64,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p64,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p56,q10,,0,
p63,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p63,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113)",1,Madison Area Software Devs (http://www.meetup.com/softwaredev-113)
p2,q10,,0,
p50,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p50,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p68,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p68,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p1,q10,,0,
p36,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p36,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p36,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",2,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p12,q10,,0,
p65,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p65,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p38,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p38,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p38,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)",2,Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)
p76,q10,Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech),0,Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)
p27,q10,"Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), MAST (Madison Area Science & Technology), Madison diyBio",0,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p27,q10,"Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), MAST (Madison Area Science & Technology), Madison diyBio",1,Madison Area Software Devs (http://www.meetup.com/softwaredev-113)
p27,q10,"Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), MAST (Madison Area Science & Technology), Madison diyBio",2,Madison DevOps (https://www.meetup.com/Madison-Devops)
p27,q10,"Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), MAST (Madison Area Science & Technology), Madison diyBio",3,Containers Madison (https://www.meetup.com/Containers-Madison)
p27,q10,"Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), MAST (Madison Area Science & Technology), Madison diyBio",4,MAST (Madison Area Science & Technology)
p27,q10,"Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), MAST (Madison Area Science & Technology), Madison diyBio",5,Madison diyBio
p35,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p35,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p35,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",2,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p15,q10,,0,
p57,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Ionic Madison (https://www.meetup.com/Ionic-Madison), Madison PHP (https://www.meetup.com/madisonphp)",0,MadJS (https://www.meetup.com/MadisonJS)
p57,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Ionic Madison (https://www.meetup.com/Ionic-Madison), Madison PHP (https://www.meetup.com/madisonphp)",1,Big Data Madison (https://www.meetup.com/BigDataMadison)
p57,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Ionic Madison (https://www.meetup.com/Ionic-Madison), Madison PHP (https://www.meetup.com/madisonphp)",2,Ionic Madison (https://www.meetup.com/Ionic-Madison)
p57,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Ionic Madison (https://www.meetup.com/Ionic-Madison), Madison PHP (https://www.meetup.com/madisonphp)",3,Madison PHP (https://www.meetup.com/madisonphp)
p0,q10,,0,
p14,q10,Madison Area Software Devs (http://www.meetup.com/softwaredev-113),0,Madison Area Software Devs (http://www.meetup.com/softwaredev-113)
p7,q10,,0,
p40,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p40,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p40,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",2,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p55,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group), Madison power bi, Tableau, pass,",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p55,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group), Madison power bi, Tableau, pass,",1,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p55,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group), Madison power bi, Tableau, pass,",2,Madison power bi
p55,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group), Madison power bi, Tableau, pass,",3,Tableau
p55,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group), Madison power bi, Tableau, pass,",4,pass
p55,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group), Madison power bi, Tableau, pass,",5,
p59,q10,Big Data Madison (https://www.meetup.com/BigDataMadison),0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p79,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p79,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p60,q10,,0,
p6,q10,,0,
p48,q10,Data Science Madison (http://www.meetup.com/Data-Science-Madison),0,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p5,q10,Madison Area Software Devs (http://www.meetup.com/softwaredev-113),0,Madison Area Software Devs (http://www.meetup.com/softwaredev-113)
p67,q10,Big Data Madison (https://www.meetup.com/BigDataMadison),0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p54,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p54,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p54,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",2,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p70,q10,,0,
p4,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,MadJS (https://www.meetup.com/MadisonJS)
p4,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,Big Data Madison (https://www.meetup.com/BigDataMadison)
p4,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",2,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p4,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",3,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p11,q10,,0,
p47,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p47,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p69,q10,Big Data Madison (https://www.meetup.com/BigDataMadison),0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p61,q10,Big Data Madison (https://www.meetup.com/BigDataMadison),0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p31,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,MadJS (https://www.meetup.com/MadisonJS)
p31,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,Big Data Madison (https://www.meetup.com/BigDataMadison)
p31,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",2,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p31,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",3,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p28,q10,,0,
p25,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,MadJS (https://www.meetup.com/MadisonJS)
p25,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,Big Data Madison (https://www.meetup.com/BigDataMadison)
p25,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",2,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p25,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",3,Madison DevOps (https://www.meetup.com/Madison-Devops)
p25,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",4,Containers Madison (https://www.meetup.com/Containers-Madison)
p25,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",5,Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics)
p25,q10,"MadJS (https://www.meetup.com/MadisonJS), Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison DevOps (https://www.meetup.com/Madison-Devops), Containers Madison (https://www.meetup.com/Containers-Madison), Elastic Madison (https://www.meetup.com/Madison-Milwaukee-Elastic-Fantastics), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",6,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
p17,q10,,0,
p75,q10,,0,
p10,q10,,0,
p72,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p72,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)",1,Data Science Madison (http://www.meetup.com/Data-Science-Madison)
p72,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)",2,Madison Area Software Devs (http://www.meetup.com/softwaredev-113)
p72,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), Data Science Madison (http://www.meetup.com/Data-Science-Madison), Madison Area Software Devs (http://www.meetup.com/softwaredev-113), Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)",3,Madison Java User Group (https://www.meetup.com/Madison-Java-User-Group-Meetup)
p81,q10,Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech),0,Madison Women in Tech (https://www.meetup.com/Madison-Women-in-Tech)
p16,q10,,0,
p71,q10,,0,
p37,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",0,Big Data Madison (https://www.meetup.com/BigDataMadison)
p37,q10,"Big Data Madison (https://www.meetup.com/BigDataMadison), MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)",1,MadR (https://www.meetup.com/MadR-Madison-R-Programming-UseRs-Group)
