person,question,response_str,response_n,response
p24,q5,Yes,0,Yes
p25,q5,Yes,0,Yes
p26,q5,No,0,No
p27,q5,Yes,0,Yes
p28,q5,Yes,0,Yes
p29,q5,Yes,0,Yes
p30,q5,Yes,0,Yes
p31,q5,Yes,0,Yes
p32,q5,Yes,0,Yes
p33,q5,Yes,0,Yes
p34,q5,"I'm ambivalent on this. Again, I would defer to the purpose of the specific meetup",0,I'm ambivalent on this. Again
p34,q5,"I'm ambivalent on this. Again, I would defer to the purpose of the specific meetup",1, I would defer to the purpose of the specific meetup
p35,q5,Yes,0,Yes
p36,q5,Yes,0,Yes
p37,q5,Yes,0,Yes
p38,q5,No,0,No
p39,q5,Yes,0,Yes
p40,q5,Yes,0,Yes
p41,q5,Yes,0,Yes
p42,q5,depends on location,0,depends on location
p43,q5,Drinks after?,0,Drinks after?
p44,q5,Yes,0,Yes
p45,q5,No,0,No
p46,q5,Yes,0,Yes
p47,q5,Yes,0,Yes
p48,q5,No,0,No
p49,q5,Yes,0,Yes
p50,q5,Yes,0,Yes
p51,q5,Yes,0,Yes
p52,q5,Yes,0,Yes
p53,q5,Yes,0,Yes
p54,q5,Yes,0,Yes
p55,q5,Yes,0,Yes
p56,q5,"After meeting, or if meeting at restaurant.",0,After meeting
p56,q5,"After meeting, or if meeting at restaurant.",1, or if meeting at restaurant.
p57,q5,Yes,0,Yes
p58,q5,Yes,0,Yes
p59,q5,Yes,0,Yes
p60,q5,Yes,0,Yes
p61,q5,No,0,No
p62,q5,Yes,0,Yes
p63,q5,Yes,0,Yes
p64,q5,Yes,0,Yes
p65,q5,Yes,0,Yes
p66,q5,Yes,0,Yes
p67,q5,Yes,0,Yes
p68,q5,Yes,0,Yes
p69,q5,No,0,No
p70,q5,Yes,0,Yes
p71,q5,Yes,0,Yes
p72,q5,No,0,No
p73,q5,Yes,0,Yes
p74,q5,No,0,No
p75,q5,Yes,0,Yes
p76,q5,Yes,0,Yes
p77,q5,Yes,0,Yes
p78,q5,,0,
p79,q5,Yes,0,Yes
p80,q5,Yes,0,Yes
p81,q5,Yes,0,Yes
p82,q5,Yes,0,Yes
p83,q5,Yes,0,Yes
p84,q5,Either works for me,0,Either works for me
p0,q6,Yes,0,Yes
p1,q6,Yes,0,Yes
p2,q6,Yes,0,Yes
p3,q6,No,0,No
p4,q6,Yes,0,Yes
p5,q6,Yes,0,Yes
p6,q6,Yes,0,Yes
p7,q6,Yes,0,Yes
p8,q6,Yes,0,Yes
p9,q6,either way,0,either way
p10,q6,Yes,0,Yes
p11,q6,Yes,0,Yes
p12,q6,Yes,0,Yes
p13,q6,Yes,0,Yes
p14,q6,Yes,0,Yes
p15,q6,Yes,0,Yes
p16,q6,Yes,0,Yes
p17,q6,Yes,0,Yes
p18,q6,Yes,0,Yes
p19,q6,Yes,0,Yes
p20,q6,Yes,0,Yes
p21,q6,Yes,0,Yes
p22,q6,Yes,0,Yes
p23,q6,Yes,0,Yes
p24,q6,Yes,0,Yes
p25,q6,Yes,0,Yes
p26,q6,Yes,0,Yes
p27,q6,Yes,0,Yes
p28,q6,Yes,0,Yes
p29,q6,Yes,0,Yes
p30,q6,Yes,0,Yes
p31,q6,Yes,0,Yes
p32,q6,Yes,0,Yes
p33,q6,Yes,0,Yes
p34,q6,"If you are going to have it after work, i think you need that.",0,If you are going to have it after work
p34,q6,"If you are going to have it after work, i think you need that.",1, i think you need that.
p35,q6,Yes,0,Yes
p36,q6,No,0,No
p37,q6,Yes,0,Yes
p38,q6,,0,
p39,q6,Yes,0,Yes
p40,q6,Yes,0,Yes
p41,q6,Yes,0,Yes
p42,q6,Yes,0,Yes
p43,q6,Yes,0,Yes
p44,q6,Yes,0,Yes
p45,q6,Yes,0,Yes
p46,q6,Yes,0,Yes
p47,q6,Yes,0,Yes
p48,q6,Yes,0,Yes
p49,q6,Yes,0,Yes
p50,q6,Yes,0,Yes
p51,q6,Yes,0,Yes
p52,q6,Yes,0,Yes
p53,q6,Yes,0,Yes
p54,q6,Yes,0,Yes
p55,q6,Yes,0,Yes
p56,q6,Yes,0,Yes
p57,q6,Yes,0,Yes
p58,q6,Yes,0,Yes
p59,q6,Yes,0,Yes
p60,q6,Yes,0,Yes
p61,q6,Yes,0,Yes
p62,q6,Yes,0,Yes
p63,q6,Yes,0,Yes
p64,q6,Yes,0,Yes
p65,q6,Yes,0,Yes
p66,q6,Yes,0,Yes
p67,q6,Yes,0,Yes
p68,q6,Yes,0,Yes
p69,q6,Yes,0,Yes
p70,q6,Yes,0,Yes
p71,q6,Yes,0,Yes
p72,q6,Yes,0,Yes
p73,q6,Yes,0,Yes
p74,q6,Yes,0,Yes
p75,q6,Yes,0,Yes
p76,q6,Yes,0,Yes
p77,q6,Yes,0,Yes
p78,q6,Yes,0,Yes
p79,q6,Yes,0,Yes
p80,q6,Yes,0,Yes
p81,q6,Yes,0,Yes
p82,q6,Yes,0,Yes
p83,q6,Yes,0,Yes
p84,q6,I'm indifferent,0,I'm indifferent
p0,q7,"Wednesday, Thursday",0,Wednesday
p0,q7,"Wednesday, Thursday",1, Thursday
p1,q7,Thursday,0,Thursday
p2,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",0,Monday
p2,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",1, Tuesday
p2,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2, Wednesday
p2,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3, Thursday
p2,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4, Friday
p2,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5, Saturday
p2,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6, Sunday
p3,q7,"Wednesday, Saturday",0,Wednesday
p3,q7,"Wednesday, Saturday",1, Saturday
p4,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",0,Monday
p4,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",1, Tuesday
p4,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2, Wednesday
p4,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3, Thursday
p4,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4, Friday
p4,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5, Saturday
p4,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6, Sunday
p5,q7,Wednesday,0,Wednesday
p6,q7,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p6,q7,"Monday, Tuesday, Wednesday, Thursday",1, Tuesday
p6,q7,"Monday, Tuesday, Wednesday, Thursday",2, Wednesday
p6,q7,"Monday, Tuesday, Wednesday, Thursday",3, Thursday
p7,q7,"Monday, Wednesday, Saturday, Sunday",0,Monday
p7,q7,"Monday, Wednesday, Saturday, Sunday",1, Wednesday
p7,q7,"Monday, Wednesday, Saturday, Sunday",2, Saturday
p7,q7,"Monday, Wednesday, Saturday, Sunday",3, Sunday
p8,q7,"Monday, Tuesday, Wednesday",0,Monday
p8,q7,"Monday, Tuesday, Wednesday",1, Tuesday
p8,q7,"Monday, Tuesday, Wednesday",2, Wednesday
p9,q7,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",0,Monday
p9,q7,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",1, Tuesday
p9,q7,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",2, Thursday
p9,q7,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",3, Friday
p9,q7,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",4, Saturday
p9,q7,"Monday, Tuesday, Thursday, Friday, Saturday, Sunday",5, Sunday
p10,q7,"Monday, Friday, Saturday, Sunday",0,Monday
p10,q7,"Monday, Friday, Saturday, Sunday",1, Friday
p10,q7,"Monday, Friday, Saturday, Sunday",2, Saturday
p10,q7,"Monday, Friday, Saturday, Sunday",3, Sunday
p11,q7,,0,
p12,q7,"Thursday, Friday, Saturday, Sunday",0,Thursday
p12,q7,"Thursday, Friday, Saturday, Sunday",1, Friday
p12,q7,"Thursday, Friday, Saturday, Sunday",2, Saturday
p12,q7,"Thursday, Friday, Saturday, Sunday",3, Sunday
p13,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",0,Monday
p13,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",1, Tuesday
p13,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2, Wednesday
p13,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3, Thursday
p13,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4, Friday
p13,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5, Saturday
p13,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6, Sunday
p14,q7,Monday,0,Monday
p15,q7,Wednesday,0,Wednesday
p16,q7,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p16,q7,"Monday, Tuesday, Wednesday, Thursday",1, Tuesday
p16,q7,"Monday, Tuesday, Wednesday, Thursday",2, Wednesday
p16,q7,"Monday, Tuesday, Wednesday, Thursday",3, Thursday
p17,q7,"Tuesday, Thursday",0,Tuesday
p17,q7,"Tuesday, Thursday",1, Thursday
p18,q7,"Tuesday, Wednesday",0,Tuesday
p18,q7,"Tuesday, Wednesday",1, Wednesday
p19,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",0,Monday
p19,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",1, Tuesday
p19,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2, Wednesday
p19,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3, Thursday
p19,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4, Friday
p19,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5, Saturday
p19,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6, Sunday
p20,q7,,0,
p21,q7,Thursday,0,Thursday
p22,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",0,Monday
p22,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",1, Tuesday
p22,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",2, Wednesday
p22,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",3, Thursday
p22,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",4, Friday
p22,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5, Saturday
p22,q7,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6, Sunday
p23,q7,"Tuesday, Thursday, Saturday",0,Tuesday
p23,q7,"Tuesday, Thursday, Saturday",1, Thursday
p23,q7,"Tuesday, Thursday, Saturday",2, Saturday
p24,q7,Tuesday,0,Tuesday
p25,q7,,0,
p26,q7,"Friday, Saturday, Sunday",0,Friday
p26,q7,"Friday, Saturday, Sunday",1, Saturday
p26,q7,"Friday, Saturday, Sunday",2, Sunday
p27,q7,"Monday, Wednesday, Thursday",0,Monday
p27,q7,"Monday, Wednesday, Thursday",1, Wednesday
p27,q7,"Monday, Wednesday, Thursday",2, Thursday
p28,q7,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p28,q7,"Monday, Tuesday, Wednesday, Thursday",1, Tuesday
p28,q7,"Monday, Tuesday, Wednesday, Thursday",2, Wednesday
p28,q7,"Monday, Tuesday, Wednesday, Thursday",3, Thursday
p29,q7,"Monday, Wednesday, Thursday",0,Monday
p29,q7,"Monday, Wednesday, Thursday",1, Wednesday
p29,q7,"Monday, Wednesday, Thursday",2, Thursday
p30,q7,"Tuesday, Wednesday, Thursday, Saturday",0,Tuesday
p30,q7,"Tuesday, Wednesday, Thursday, Saturday",1, Wednesday
p30,q7,"Tuesday, Wednesday, Thursday, Saturday",2, Thursday
p30,q7,"Tuesday, Wednesday, Thursday, Saturday",3, Saturday
p31,q7,"Monday, Wednesday",0,Monday
p31,q7,"Monday, Wednesday",1, Wednesday
p32,q7,,0,
p33,q7,"Monday, Wednesday",0,Monday
p33,q7,"Monday, Wednesday",1, Wednesday
p34,q7,"Wednesday, Thursday",0,Wednesday
p34,q7,"Wednesday, Thursday",1, Thursday
p35,q7,"Wednesday, Thursday",0,Wednesday
p35,q7,"Wednesday, Thursday",1, Thursday
p36,q7,"Monday, Tuesday, Thursday",0,Monday
p36,q7,"Monday, Tuesday, Thursday",1, Tuesday
p36,q7,"Monday, Tuesday, Thursday",2, Thursday
p37,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",0,Monday
p37,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",1, Tuesday
p37,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",2, Wednesday
p37,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",3, Thursday
p37,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",4, Friday
p38,q7,"Saturday, Sunday",0,Saturday
p38,q7,"Saturday, Sunday",1, Sunday
p39,q7,"Wednesday, Thursday, Saturday, Sunday",0,Wednesday
p39,q7,"Wednesday, Thursday, Saturday, Sunday",1, Thursday
p39,q7,"Wednesday, Thursday, Saturday, Sunday",2, Saturday
p39,q7,"Wednesday, Thursday, Saturday, Sunday",3, Sunday
p40,q7,Tuesday,0,Tuesday
p41,q7,"Monday, Tuesday",0,Monday
p41,q7,"Monday, Tuesday",1, Tuesday
p42,q7,Wednesday,0,Wednesday
p43,q7,"Tuesday, Wednesday, Thursday",0,Tuesday
p43,q7,"Tuesday, Wednesday, Thursday",1, Wednesday
p43,q7,"Tuesday, Wednesday, Thursday",2, Thursday
p44,q7,,0,
p45,q7,"Tuesday, Thursday",0,Tuesday
p45,q7,"Tuesday, Thursday",1, Thursday
p46,q7,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p46,q7,"Monday, Tuesday, Wednesday, Thursday",1, Tuesday
p46,q7,"Monday, Tuesday, Wednesday, Thursday",2, Wednesday
p46,q7,"Monday, Tuesday, Wednesday, Thursday",3, Thursday
p47,q7,"Monday, Wednesday, Thursday, Sunday",0,Monday
p47,q7,"Monday, Wednesday, Thursday, Sunday",1, Wednesday
p47,q7,"Monday, Wednesday, Thursday, Sunday",2, Thursday
p47,q7,"Monday, Wednesday, Thursday, Sunday",3, Sunday
p48,q7,"Monday, Saturday, Sunday",0,Monday
p48,q7,"Monday, Saturday, Sunday",1, Saturday
p48,q7,"Monday, Saturday, Sunday",2, Sunday
p49,q7,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p49,q7,"Monday, Tuesday, Wednesday, Thursday",1, Tuesday
p49,q7,"Monday, Tuesday, Wednesday, Thursday",2, Wednesday
p49,q7,"Monday, Tuesday, Wednesday, Thursday",3, Thursday
p50,q7,"Monday, Tuesday, Wednesday, Thursday, Sunday",0,Monday
p50,q7,"Monday, Tuesday, Wednesday, Thursday, Sunday",1, Tuesday
p50,q7,"Monday, Tuesday, Wednesday, Thursday, Sunday",2, Wednesday
p50,q7,"Monday, Tuesday, Wednesday, Thursday, Sunday",3, Thursday
p50,q7,"Monday, Tuesday, Wednesday, Thursday, Sunday",4, Sunday
p51,q7,"Wednesday, Thursday",0,Wednesday
p51,q7,"Wednesday, Thursday",1, Thursday
p52,q7,,0,
p53,q7,"Wednesday, Thursday",0,Wednesday
p53,q7,"Wednesday, Thursday",1, Thursday
p54,q7,"Tuesday, Wednesday",0,Tuesday
p54,q7,"Tuesday, Wednesday",1, Wednesday
p55,q7,"Monday, Tuesday, Wednesday",0,Monday
p55,q7,"Monday, Tuesday, Wednesday",1, Tuesday
p55,q7,"Monday, Tuesday, Wednesday",2, Wednesday
p56,q7,"Thursday, Friday",0,Thursday
p56,q7,"Thursday, Friday",1, Friday
p57,q7,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p57,q7,"Monday, Tuesday, Wednesday, Thursday",1, Tuesday
p57,q7,"Monday, Tuesday, Wednesday, Thursday",2, Wednesday
p57,q7,"Monday, Tuesday, Wednesday, Thursday",3, Thursday
p58,q7,"Friday, Saturday, Sunday",0,Friday
p58,q7,"Friday, Saturday, Sunday",1, Saturday
p58,q7,"Friday, Saturday, Sunday",2, Sunday
p59,q7,"Monday, Wednesday, Thursday",0,Monday
p59,q7,"Monday, Wednesday, Thursday",1, Wednesday
p59,q7,"Monday, Wednesday, Thursday",2, Thursday
p60,q7,Wednesday,0,Wednesday
p61,q7,"Saturday, Sunday",0,Saturday
p61,q7,"Saturday, Sunday",1, Sunday
p62,q7,"Tuesday, Wednesday, Thursday",0,Tuesday
p62,q7,"Tuesday, Wednesday, Thursday",1, Wednesday
p62,q7,"Tuesday, Wednesday, Thursday",2, Thursday
p63,q7,"Tuesday, Wednesday, Thursday, Friday, Saturday",0,Tuesday
p63,q7,"Tuesday, Wednesday, Thursday, Friday, Saturday",1, Wednesday
p63,q7,"Tuesday, Wednesday, Thursday, Friday, Saturday",2, Thursday
p63,q7,"Tuesday, Wednesday, Thursday, Friday, Saturday",3, Friday
p63,q7,"Tuesday, Wednesday, Thursday, Friday, Saturday",4, Saturday
p64,q7,"Saturday, Sunday",0,Saturday
p64,q7,"Saturday, Sunday",1, Sunday
p65,q7,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p65,q7,"Monday, Tuesday, Wednesday, Thursday",1, Tuesday
p65,q7,"Monday, Tuesday, Wednesday, Thursday",2, Wednesday
p65,q7,"Monday, Tuesday, Wednesday, Thursday",3, Thursday
p66,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",0,Monday
p66,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",1, Tuesday
p66,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",2, Wednesday
p66,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",3, Thursday
p66,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",4, Friday
p67,q7,Wednesday,0,Wednesday
p68,q7,"Tuesday, Thursday, Saturday, Sunday",0,Tuesday
p68,q7,"Tuesday, Thursday, Saturday, Sunday",1, Thursday
p68,q7,"Tuesday, Thursday, Saturday, Sunday",2, Saturday
p68,q7,"Tuesday, Thursday, Saturday, Sunday",3, Sunday
p69,q7,"Thursday, Saturday, Sunday",0,Thursday
p69,q7,"Thursday, Saturday, Sunday",1, Saturday
p69,q7,"Thursday, Saturday, Sunday",2, Sunday
p70,q7,"Tuesday, Wednesday",0,Tuesday
p70,q7,"Tuesday, Wednesday",1, Wednesday
p71,q7,"Monday, Friday, Saturday, Sunday",0,Monday
p71,q7,"Monday, Friday, Saturday, Sunday",1, Friday
p71,q7,"Monday, Friday, Saturday, Sunday",2, Saturday
p71,q7,"Monday, Friday, Saturday, Sunday",3, Sunday
p72,q7,"Tuesday, Wednesday, Thursday, Friday",0,Tuesday
p72,q7,"Tuesday, Wednesday, Thursday, Friday",1, Wednesday
p72,q7,"Tuesday, Wednesday, Thursday, Friday",2, Thursday
p72,q7,"Tuesday, Wednesday, Thursday, Friday",3, Friday
p73,q7,"Tuesday, Thursday, Friday",0,Tuesday
p73,q7,"Tuesday, Thursday, Friday",1, Thursday
p73,q7,"Tuesday, Thursday, Friday",2, Friday
p74,q7,"Tuesday, Wednesday, Thursday, Friday",0,Tuesday
p74,q7,"Tuesday, Wednesday, Thursday, Friday",1, Wednesday
p74,q7,"Tuesday, Wednesday, Thursday, Friday",2, Thursday
p74,q7,"Tuesday, Wednesday, Thursday, Friday",3, Friday
p75,q7,"Monday, Wednesday, Friday, Saturday, Sunday",0,Monday
p75,q7,"Monday, Wednesday, Friday, Saturday, Sunday",1, Wednesday
p75,q7,"Monday, Wednesday, Friday, Saturday, Sunday",2, Friday
p75,q7,"Monday, Wednesday, Friday, Saturday, Sunday",3, Saturday
p75,q7,"Monday, Wednesday, Friday, Saturday, Sunday",4, Sunday
p76,q7,"Tuesday, Thursday",0,Tuesday
p76,q7,"Tuesday, Thursday",1, Thursday
p77,q7,,0,
p78,q7,"Monday, Tuesday, Wednesday, Thursday",0,Monday
p78,q7,"Monday, Tuesday, Wednesday, Thursday",1, Tuesday
p78,q7,"Monday, Tuesday, Wednesday, Thursday",2, Wednesday
p78,q7,"Monday, Tuesday, Wednesday, Thursday",3, Thursday
p79,q7,"Tuesday, Wednesday, Thursday, Friday, Saturday",0,Tuesday
p79,q7,"Tuesday, Wednesday, Thursday, Friday, Saturday",1, Wednesday
p79,q7,"Tuesday, Wednesday, Thursday, Friday, Saturday",2, Thursday
p79,q7,"Tuesday, Wednesday, Thursday, Friday, Saturday",3, Friday
p79,q7,"Tuesday, Wednesday, Thursday, Friday, Saturday",4, Saturday
p80,q7,"Monday, Tuesday, Thursday, Sunday",0,Monday
p80,q7,"Monday, Tuesday, Thursday, Sunday",1, Tuesday
p80,q7,"Monday, Tuesday, Thursday, Sunday",2, Thursday
p80,q7,"Monday, Tuesday, Thursday, Sunday",3, Sunday
p81,q7,"Monday, Tuesday",0,Monday
p81,q7,"Monday, Tuesday",1, Tuesday
p82,q7,,0,
p83,q7,"Monday, Wednesday, Sunday",0,Monday
p83,q7,"Monday, Wednesday, Sunday",1, Wednesday
p83,q7,"Monday, Wednesday, Sunday",2, Sunday
p84,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",0,Monday
p84,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",1, Tuesday
p84,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",2, Wednesday
p84,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",3, Thursday
p84,q7,"Monday, Tuesday, Wednesday, Thursday, Friday",4, Friday
p0,q8,,0,
p1,q8,learn new skills and get informed about new libraries,0,learn new skills and get informed about new libraries
p2,q8,I'd like to learn to use python more effectively. In general I'd like to become a more efficient programmer. ,0,I'd like to learn to use python more effectively. In general I'd like to become a more efficient programmer. 
p3,q8,Have working proficiency in Python,0,Have working proficiency in Python
p4,q8,,0,
p5,q8,,0,
p6,q8,,0,
p7,q8,Best practices.  Improve my python skills.  Hear about careers using python.,0,Best practices.  Improve my python skills.  Hear about careers using python.
p8,q8,Knowledges on new libraries/tecknologies,0,Knowledges on new libraries/tecknologies
p9,q8,"Learn, share, meet people",0,Learn
p9,q8,"Learn, share, meet people",1, share
p9,q8,"Learn, share, meet people",2, meet people
p10,q8,Friends and new ideas,0,Friends and new ideas
p11,q8,I am a beginner. I just want to see what people do with Python.,0,I am a beginner. I just want to see what people do with Python.
p12,q8,"More proficiency and confidence with my Python skills, e.g. better at scripting for bioinformatics applications",0,More proficiency and confidence with my Python skills
p12,q8,"More proficiency and confidence with my Python skills, e.g. better at scripting for bioinformatics applications",1, e.g. better at scripting for bioinformatics applications
p13,q8,,0,
p14,q8,,0,
p15,q8,Expertise in Python data science and latest developments ,0,Expertise in Python data science and latest developments 
p16,q8,,0,
p17,q8,Lear more business applications of python in real world,0,Lear more business applications of python in real world
p18,q8,Exposure and development in new python tech/ideas.,0,Exposure and development in new python tech/ideas.
p19,q8,Learn some new concepts/features/libraries. Network. Collaborate on some toy projects.,0,Learn some new concepts/features/libraries. Network. Collaborate on some toy projects.
p20,q8,,0,
p21,q8,Share experiences,0,Share experiences
p22,q8,"New ideas for using python well, interesting ideas that involve using python",0,New ideas for using python well
p22,q8,"New ideas for using python well, interesting ideas that involve using python",1, interesting ideas that involve using python
p23,q8,,0,
p24,q8,Python use cases,0,Python use cases
p25,q8,I have only dabbled so far. I would like to learn in an applied way to help me getting started. ,0,I have only dabbled so far. I would like to learn in an applied way to help me getting started. 
p26,q8,"Interacting with other users, understanding and learning Python, building a network.",0,Interacting with other users
p26,q8,"Interacting with other users, understanding and learning Python, building a network.",1, understanding and learning Python
p26,q8,"Interacting with other users, understanding and learning Python, building a network.",2, building a network.
p27,q8,"I would like to become more proficient in using Python, as well as use it for machine learning, deep learning, and artificial intelligence",0,I would like to become more proficient in using Python
p27,q8,"I would like to become more proficient in using Python, as well as use it for machine learning, deep learning, and artificial intelligence",1, as well as use it for machine learning
p27,q8,"I would like to become more proficient in using Python, as well as use it for machine learning, deep learning, and artificial intelligence",2, deep learning
p27,q8,"I would like to become more proficient in using Python, as well as use it for machine learning, deep learning, and artificial intelligence",3, and artificial intelligence
p28,q8,"Learn ways python could make my work more efficient, from stimuli creation to data collection and visualization to writing",0,Learn ways python could make my work more efficient
p28,q8,"Learn ways python could make my work more efficient, from stimuli creation to data collection and visualization to writing",1, from stimuli creation to data collection and visualization to writing
p29,q8,more collegialty,0,more collegialty
p30,q8,"Get to know folks, learn what other people are doing, and troubleshoot  problems together",0,Get to know folks
p30,q8,"Get to know folks, learn what other people are doing, and troubleshoot  problems together",1, learn what other people are doing
p30,q8,"Get to know folks, learn what other people are doing, and troubleshoot  problems together",2, and troubleshoot  problems together
p31,q8,not sure yet,0,not sure yet
p32,q8,,0,
p33,q8,"different ways of analyzing data, sharing code",0,different ways of analyzing data
p33,q8,"different ways of analyzing data, sharing code",1, sharing code
p34,q8,,0,
p35,q8,,0,
p36,q8,"Wide range of skills, examples",0,Wide range of skills
p36,q8,"Wide range of skills, examples",1, examples
p37,q8,To understand unexplored values in python. Different applications pythons are used in.,0,To understand unexplored values in python. Different applications pythons are used in.
p38,q8,learn python,0,learn python
p39,q8,"Exposure to other python developers' methodologies, i.e. see how 'the pros' do it. Code reviews, feedback, and suggestions, perhaps. Learn about new and existing libraries, tools, frameworks, ecosystems. Refine my understanding of the basics, and expand from there.",0,Exposure to other python developers' methodologies
p39,q8,"Exposure to other python developers' methodologies, i.e. see how 'the pros' do it. Code reviews, feedback, and suggestions, perhaps. Learn about new and existing libraries, tools, frameworks, ecosystems. Refine my understanding of the basics, and expand from there.",1, i.e. see how 'the pros' do it. Code reviews
p39,q8,"Exposure to other python developers' methodologies, i.e. see how 'the pros' do it. Code reviews, feedback, and suggestions, perhaps. Learn about new and existing libraries, tools, frameworks, ecosystems. Refine my understanding of the basics, and expand from there.",2, feedback
p39,q8,"Exposure to other python developers' methodologies, i.e. see how 'the pros' do it. Code reviews, feedback, and suggestions, perhaps. Learn about new and existing libraries, tools, frameworks, ecosystems. Refine my understanding of the basics, and expand from there.",3, and suggestions
p39,q8,"Exposure to other python developers' methodologies, i.e. see how 'the pros' do it. Code reviews, feedback, and suggestions, perhaps. Learn about new and existing libraries, tools, frameworks, ecosystems. Refine my understanding of the basics, and expand from there.",4, perhaps. Learn about new and existing libraries
p39,q8,"Exposure to other python developers' methodologies, i.e. see how 'the pros' do it. Code reviews, feedback, and suggestions, perhaps. Learn about new and existing libraries, tools, frameworks, ecosystems. Refine my understanding of the basics, and expand from there.",5, tools
p39,q8,"Exposure to other python developers' methodologies, i.e. see how 'the pros' do it. Code reviews, feedback, and suggestions, perhaps. Learn about new and existing libraries, tools, frameworks, ecosystems. Refine my understanding of the basics, and expand from there.",6, frameworks
p39,q8,"Exposure to other python developers' methodologies, i.e. see how 'the pros' do it. Code reviews, feedback, and suggestions, perhaps. Learn about new and existing libraries, tools, frameworks, ecosystems. Refine my understanding of the basics, and expand from there.",7, ecosystems. Refine my understanding of the basics
p39,q8,"Exposure to other python developers' methodologies, i.e. see how 'the pros' do it. Code reviews, feedback, and suggestions, perhaps. Learn about new and existing libraries, tools, frameworks, ecosystems. Refine my understanding of the basics, and expand from there.",8, and expand from there.
